"Matchday","Team","Player_Name","Starting","Min","TMValue"
2022-03-05,"Lazio","Lucas Leiva","Pitch",90,2e+06
2022-01-15,"Lazio","Lucas Leiva","Bench",32,2e+06
2021-10-03,"Lazio","Lucas Leiva","Pitch",70,2e+06
2021-08-21,"Lazio","Lucas Leiva","Pitch",81,2e+06
2021-10-30,"Lazio","Lucas Leiva","Bench",14,2e+06
2021-08-28,"Lazio","Lucas Leiva","Pitch",90,2e+06
2021-09-23,"Lazio","Lucas Leiva","Bench",21,2e+06
2022-02-05,"Lazio","Lucas Leiva","Pitch",58,2e+06
2021-10-03,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-10-31,"Fiorentina","Lucas Martínez Quarta","Pitch",74,1.5e+07
2022-01-10,"Fiorentina","Lucas Martínez Quarta","Pitch",45,1.5e+07
2021-12-11,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-10-27,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-08-28,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2022-02-26,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-12-05,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2022-02-20,"Fiorentina","Lucas Martínez Quarta","Bench",25,1.5e+07
2021-10-24,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-11-27,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-11-06,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-11-30,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-12-19,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-09-26,"Fiorentina","Lucas Martínez Quarta","Pitch",65,1.5e+07
2021-09-18,"Fiorentina","Lucas Martínez Quarta","Pitch",90,1.5e+07
2021-11-30,"Fiorentina","Lucas Torreira","Pitch",90,2e+07
2021-11-06,"Fiorentina","Lucas Torreira","Pitch",63,2e+07
2021-10-24,"Fiorentina","Lucas Torreira","Pitch",81,2e+07
2022-02-26,"Fiorentina","Lucas Torreira","Bench",8,2e+07
2022-01-23,"Fiorentina","Lucas Torreira","Pitch",90,2e+07
2021-10-27,"Fiorentina","Lucas Torreira","Pitch",90,2e+07
2021-10-18,"Fiorentina","Lucas Torreira","Bench",35,2e+07
2021-12-19,"Fiorentina","Lucas Torreira","Pitch",90,2e+07
2021-09-26,"Fiorentina","Lucas Torreira","Pitch",82,2e+07
2022-02-20,"Fiorentina","Lucas Torreira","Pitch",37,2e+07
2021-12-11,"Fiorentina","Lucas Torreira","Pitch",90,2e+07
2021-12-22,"Fiorentina","Lucas Torreira","Pitch",90,2e+07
2021-11-27,"Fiorentina","Lucas Torreira","Pitch",84,2e+07
2022-01-10,"Fiorentina","Lucas Torreira","Pitch",90,2e+07
2021-09-11,"Fiorentina","Lucas Torreira","Pitch",65,2e+07
2022-02-05,"Fiorentina","Lucas Torreira","Pitch",84,2e+07
2021-12-05,"Fiorentina","Lucas Torreira","Pitch",85,2e+07
2022-01-17,"Fiorentina","Lucas Torreira","Pitch",79,2e+07
2022-03-06,"Fiorentina","Lucas Torreira","Pitch",75,2e+07
2021-10-31,"Fiorentina","Lucas Torreira","Pitch",74,2e+07
2021-11-20,"Fiorentina","Lucas Torreira","Pitch",90,2e+07
2021-10-03,"Fiorentina","Lucas Torreira","Bench",26,2e+07
2021-09-21,"Fiorentina","Lucas Torreira","Pitch",64,2e+07
2022-02-07,"Salernitana","Luigi Sepe","Pitch",90,1400000
2022-02-26,"Salernitana","Luigi Sepe","Pitch",90,1400000
2022-02-19,"Salernitana","Luigi Sepe","Pitch",90,1400000
2022-02-13,"Salernitana","Luigi Sepe","Pitch",90,1400000
2022-03-04,"Salernitana","Luigi Sepe","Pitch",90,1400000
2021-10-16,"Lazio","Luis Alberto","Bench",25,3.2e+07
2021-09-26,"Lazio","Luis Alberto","Pitch",65,3.2e+07
2021-09-19,"Lazio","Luis Alberto","Pitch",87,3.2e+07
2022-01-06,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2021-12-02,"Lazio","Luis Alberto","Pitch",63,3.2e+07
2022-01-15,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2021-11-07,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2022-02-12,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2021-10-30,"Lazio","Luis Alberto","Pitch",67,3.2e+07
2021-09-23,"Lazio","Luis Alberto","Pitch",45,3.2e+07
2022-02-05,"Lazio","Luis Alberto","Pitch",75,3.2e+07
2021-12-17,"Lazio","Luis Alberto","Bench",28,3.2e+07
2021-10-03,"Lazio","Luis Alberto","Pitch",70,3.2e+07
2021-08-28,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2021-10-27,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2022-01-09,"Lazio","Luis Alberto","Bench",23,3.2e+07
2022-01-22,"Lazio","Luis Alberto","Pitch",78,3.2e+07
2022-03-05,"Lazio","Luis Alberto","Pitch",87,3.2e+07
2021-11-28,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2021-12-22,"Lazio","Luis Alberto","Bench",17,3.2e+07
2021-10-24,"Lazio","Luis Alberto","Bench",35,3.2e+07
2021-09-12,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2021-11-20,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2021-08-21,"Lazio","Luis Alberto","Bench",45,3.2e+07
2022-02-27,"Lazio","Luis Alberto","Pitch",90,3.2e+07
2021-11-07,"Bologna","Luis Binks","Bench",8,1e+06
2022-01-17,"Bologna","Luis Binks","Pitch",90,1e+06
2021-10-28,"Bologna","Luis Binks","Bench",15,1e+06
2022-02-21,"Bologna","Luis Binks","Pitch",70,1e+06
2021-10-17,"Bologna","Luis Binks","Pitch",67,1e+06
2021-10-23,"Bologna","Luis Binks","Bench",28,1e+06
2021-09-26,"Bologna","Luis Binks","Bench",13,1e+06
2021-12-22,"Bologna","Luis Binks","Bench",11,1e+06
2022-01-11,"Bologna","Luis Binks","Pitch",90,1e+06
2021-11-01,"Bologna","Luis Binks","Bench",19,1e+06
2022-01-21,"Bologna","Luis Binks","Pitch",90,1e+06
2022-03-06,"Bologna","Luis Binks","Bench",10,1e+06
2021-12-18,"Atalanta","Luis Muriel","Bench",57,2.2e+07
2022-02-13,"Atalanta","Luis Muriel","Pitch",59,2.2e+07
2022-01-16,"Atalanta","Luis Muriel","Pitch",85,2.2e+07
2021-08-21,"Atalanta","Luis Muriel","Pitch",56,2.2e+07
2021-12-21,"Atalanta","Luis Muriel","Bench",47,2.2e+07
2021-10-03,"Atalanta","Luis Muriel","Bench",35,2.2e+07
2021-10-30,"Atalanta","Luis Muriel","Bench",24,2.2e+07
2021-12-12,"Atalanta","Luis Muriel","Pitch",55,2.2e+07
2021-11-30,"Atalanta","Luis Muriel","Pitch",76,2.2e+07
2022-02-06,"Atalanta","Luis Muriel","Pitch",57,2.2e+07
2021-12-04,"Atalanta","Luis Muriel","Bench",9,2.2e+07
2021-10-17,"Atalanta","Luis Muriel","Pitch",45,2.2e+07
2021-11-20,"Atalanta","Luis Muriel","Bench",12,2.2e+07
2021-10-24,"Atalanta","Luis Muriel","Bench",27,2.2e+07
2022-03-05,"Atalanta","Luis Muriel","Bench",45,2.2e+07
2021-08-28,"Atalanta","Luis Muriel","Pitch",73,2.2e+07
2022-01-09,"Atalanta","Luis Muriel","Pitch",78,2.2e+07
2021-10-03,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-08-21,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-11-28,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-12-22,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-01-22,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-12-05,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-02-20,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-11-07,"Lazio","Luiz Felipe","Pitch",72,1.8e+07
2021-10-27,"Lazio","Luiz Felipe","Pitch",76,1.8e+07
2022-01-15,"Lazio","Luiz Felipe","Pitch",82,1.8e+07
2021-09-12,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-02-05,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-12-12,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-09-19,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-11-20,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-12-17,"Lazio","Luiz Felipe","Pitch",83,1.8e+07
2021-09-23,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-01-06,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-02-12,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-09-26,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-01-09,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-02-27,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2021-10-16,"Lazio","Luiz Felipe","Pitch",89,1.8e+07
2021-10-30,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-03-05,"Lazio","Luiz Felipe","Pitch",90,1.8e+07
2022-01-15,"Lazio","Luka Romero","Bench",8,1e+06
2022-03-05,"Lazio","Luka Romero","Bench",7,1e+06
2021-08-28,"Lazio","Luka Romero","Bench",10,1e+06
2022-02-21,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2022-03-06,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-09-26,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-11-01,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-12-05,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-10-28,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-09-18,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-09-13,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-11-07,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2022-01-17,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-10-03,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2022-01-11,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-08-28,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-12-01,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-11-28,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-12-22,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-08-22,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2022-02-26,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2022-02-12,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-10-17,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-09-21,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-11-21,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-12-18,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-12-12,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2022-02-06,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2021-10-23,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2022-01-21,"Bologna","Łukasz Skorupski","Pitch",90,4e+06
2022-03-04,"Salernitana","Lys Mousset","Pitch",59,8e+06
2022-02-19,"Salernitana","Lys Mousset","Bench",9,8e+06
2022-02-07,"Salernitana","Lys Mousset","Pitch",45,8e+06
2022-02-26,"Salernitana","Lys Mousset","Bench",20,8e+06
2021-12-22,"Torino","Magnus Warming","Bench",32,1e+06
2022-02-12,"Torino","Magnus Warming","Bench",20,1e+06
2022-01-10,"Torino","Magnus Warming","Bench",4,1e+06
2021-10-17,"Torino","Magnus Warming","Bench",2,1e+06
2021-08-22,"Salernitana","Mamadou Coulibaly","Pitch",90,3e+06
2021-09-26,"Salernitana","Mamadou Coulibaly","Pitch",90,3e+06
2021-10-16,"Salernitana","Mamadou Coulibaly","Pitch",83,3e+06
2021-09-12,"Salernitana","Mamadou Coulibaly","Pitch",84,3e+06
2021-09-22,"Salernitana","Mamadou Coulibaly","Pitch",90,3e+06
2022-01-09,"Salernitana","Mamadou Coulibaly","Pitch",75,3e+06
2021-09-18,"Salernitana","Mamadou Coulibaly","Pitch",90,3e+06
2021-10-02,"Salernitana","Mamadou Coulibaly","Pitch",45,3e+06
2021-08-29,"Salernitana","Mamadou Coulibaly","Pitch",90,3e+06
2021-12-10,"Sampdoria","Manolo Gabbiadini","Pitch",67,5e+06
2021-11-21,"Sampdoria","Manolo Gabbiadini","Bench",5,5e+06
2021-08-23,"Sampdoria","Manolo Gabbiadini","Pitch",70,5e+06
2021-12-05,"Sampdoria","Manolo Gabbiadini","Pitch",90,5e+06
2021-11-27,"Sampdoria","Manolo Gabbiadini","Bench",5,5e+06
2021-10-27,"Sampdoria","Manolo Gabbiadini","Pitch",65,5e+06
2021-12-22,"Sampdoria","Manolo Gabbiadini","Pitch",90,5e+06
2021-10-22,"Sampdoria","Manolo Gabbiadini","Pitch",69,5e+06
2021-11-07,"Sampdoria","Manolo Gabbiadini","Pitch",67,5e+06
2022-01-15,"Sampdoria","Manolo Gabbiadini","Pitch",87,5e+06
2021-10-30,"Sampdoria","Manolo Gabbiadini","Bench",37,5e+06
2022-01-09,"Sampdoria","Manolo Gabbiadini","Pitch",90,5e+06
2022-01-06,"Sampdoria","Manolo Gabbiadini","Pitch",71,5e+06
2021-11-30,"Sampdoria","Manolo Gabbiadini","Pitch",90,5e+06
2021-10-17,"Sampdoria","Manolo Gabbiadini","Pitch",52,5e+06
2022-02-06,"Sampdoria","Manolo Gabbiadini","Pitch",35,5e+06
2022-01-23,"Sampdoria","Manolo Gabbiadini","Pitch",90,5e+06
2021-12-19,"Sampdoria","Manolo Gabbiadini","Pitch",60,5e+06
2021-09-21,"Genoa","Manolo Portanova","Bench",32,1500000
2021-12-17,"Genoa","Manolo Portanova","Pitch",82,1500000
2022-01-17,"Genoa","Manolo Portanova","Pitch",45,1500000
2021-12-21,"Genoa","Manolo Portanova","Pitch",86,1500000
2022-01-09,"Genoa","Manolo Portanova","Bench",11,1500000
2022-03-06,"Genoa","Manolo Portanova","Pitch",62,1500000
2021-12-10,"Genoa","Manolo Portanova","Bench",18,1500000
2022-02-20,"Genoa","Manolo Portanova","Bench",30,1500000
2022-02-05,"Genoa","Manolo Portanova","Pitch",70,1500000
2022-01-22,"Genoa","Manolo Portanova","Pitch",90,1500000
2021-12-05,"Genoa","Manolo Portanova","Bench",32,1500000
2022-02-25,"Genoa","Manolo Portanova","Pitch",81,1500000
2022-01-06,"Genoa","Manolo Portanova","Pitch",83,1500000
2022-02-13,"Genoa","Manolo Portanova","Pitch",57,1500000
2021-12-01,"Genoa","Manolo Portanova","Bench",14,1500000
2022-01-09,"Lazio","Manuel Lazzari","Bench",11,1.5e+07
2021-09-19,"Lazio","Manuel Lazzari","Pitch",73,1.5e+07
2021-12-02,"Lazio","Manuel Lazzari","Pitch",90,1.5e+07
2021-10-03,"Lazio","Manuel Lazzari","Bench",33,1.5e+07
2021-10-24,"Lazio","Manuel Lazzari","Bench",35,1.5e+07
2022-01-22,"Lazio","Manuel Lazzari","Bench",22,1.5e+07
2021-10-27,"Lazio","Manuel Lazzari","Pitch",90,1.5e+07
2021-11-28,"Lazio","Manuel Lazzari","Bench",45,1.5e+07
2021-09-12,"Lazio","Manuel Lazzari","Bench",27,1.5e+07
2022-01-06,"Lazio","Manuel Lazzari","Bench",2,1.5e+07
2022-02-12,"Lazio","Manuel Lazzari","Pitch",90,1.5e+07
2021-12-22,"Lazio","Manuel Lazzari","Bench",17,1.5e+07
2021-10-16,"Lazio","Manuel Lazzari","Bench",25,1.5e+07
2021-08-21,"Lazio","Manuel Lazzari","Pitch",90,1.5e+07
2021-11-20,"Lazio","Manuel Lazzari","Pitch",90,1.5e+07
2021-08-28,"Lazio","Manuel Lazzari","Pitch",24,1.5e+07
2021-12-05,"Lazio","Manuel Lazzari","Bench",13,1.5e+07
2021-12-12,"Lazio","Manuel Lazzari","Bench",26,1.5e+07
2021-09-23,"Lazio","Manuel Lazzari","Bench",29,1.5e+07
2022-01-15,"Lazio","Manuel Lazzari","Bench",32,1.5e+07
2022-02-05,"Lazio","Manuel Lazzari","Pitch",68,1.5e+07
2022-02-26,"Juventus","Manuel Locatelli","Bench",55,3.5e+07
2022-02-13,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-11-27,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-09-22,"Juventus","Manuel Locatelli","Bench",45,3.5e+07
2022-01-06,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-12-05,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-12-21,"Juventus","Manuel Locatelli","Bench",9,3.5e+07
2021-11-30,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-09-26,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-10-24,"Juventus","Manuel Locatelli","Pitch",82,3.5e+07
2021-11-20,"Juventus","Manuel Locatelli","Pitch",88,3.5e+07
2021-08-22,"Juventus","Manuel Locatelli","Bench",1,3.5e+07
2022-02-18,"Juventus","Manuel Locatelli","Pitch",73,3.5e+07
2021-09-19,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-11-06,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2022-03-06,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2022-01-09,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-12-11,"Juventus","Manuel Locatelli","Pitch",86,3.5e+07
2021-09-11,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-12-18,"Juventus","Manuel Locatelli","Bench",30,3.5e+07
2021-10-27,"Juventus","Manuel Locatelli","Pitch",79,3.5e+07
2022-01-15,"Juventus","Manuel Locatelli","Bench",45,3.5e+07
2022-01-23,"Juventus","Manuel Locatelli","Pitch",64,3.5e+07
2021-08-28,"Juventus","Manuel Locatelli","Bench",25,3.5e+07
2021-10-17,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-10-02,"Juventus","Manuel Locatelli","Pitch",90,3.5e+07
2021-10-30,"Juventus","Manuel Locatelli","Bench",34,3.5e+07
2021-12-18,"Roma","Marash Kumbulla","Bench",1,1.8e+07
2022-01-16,"Roma","Marash Kumbulla","Pitch",90,1.8e+07
2021-11-28,"Roma","Marash Kumbulla","Bench",1,1.8e+07
2022-03-05,"Roma","Marash Kumbulla","Pitch",90,1.8e+07
2021-10-27,"Roma","Marash Kumbulla","Bench",1,1.8e+07
2021-12-04,"Roma","Marash Kumbulla","Pitch",60,1.8e+07
2022-02-19,"Roma","Marash Kumbulla","Pitch",90,1.8e+07
2022-02-27,"Roma","Marash Kumbulla","Pitch",90,1.8e+07
2022-02-13,"Roma","Marash Kumbulla","Pitch",90,1.8e+07
2021-12-13,"Roma","Marash Kumbulla","Pitch",90,1.8e+07
2021-11-21,"Roma","Marash Kumbulla","Pitch",86,1.8e+07
2021-11-07,"Roma","Marash Kumbulla","Pitch",65,1.8e+07
2021-11-21,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-11-27,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-08-27,"Internazionale","Marcelo Brozović","Pitch",65,4e+07
2021-10-16,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-08-21,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-10-02,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2022-02-05,"Internazionale","Marcelo Brozović","Pitch",81,4e+07
2021-10-31,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2022-01-22,"Internazionale","Marcelo Brozović","Pitch",81,4e+07
2021-09-21,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-12-04,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2022-03-04,"Internazionale","Marcelo Brozović","Pitch",70,4e+07
2022-01-16,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2022-02-25,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-12-17,"Internazionale","Marcelo Brozović","Pitch",70,4e+07
2021-12-12,"Internazionale","Marcelo Brozović","Pitch",71,4e+07
2021-09-12,"Internazionale","Marcelo Brozović","Pitch",52,4e+07
2021-12-22,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-11-07,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2022-02-12,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2022-01-09,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-12-01,"Internazionale","Marcelo Brozović","Pitch",86,4e+07
2021-10-24,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-09-18,"Internazionale","Marcelo Brozović","Pitch",73,4e+07
2021-09-25,"Internazionale","Marcelo Brozović","Pitch",90,4e+07
2021-10-27,"Internazionale","Marcelo Brozović","Pitch",71,4e+07
2022-03-06,"Empoli","Marco Benassi","Pitch",61,3500000
2022-02-13,"Empoli","Marco Benassi","Bench",16,3500000
2021-10-27,"Fiorentina","Marco Benassi","Bench",7,3500000
2021-10-03,"Fiorentina","Marco Benassi","Bench",14,3500000
2021-08-22,"Fiorentina","Marco Benassi","Bench",17,3500000
2022-02-26,"Empoli","Marco Benassi","Bench",21,3500000
2021-09-21,"Fiorentina","Marco Benassi","Pitch",64,3500000
2022-01-23,"Empoli","Marco Benassi","Bench",10,3500000
2021-09-18,"Fiorentina","Marco Benassi","Bench",11,3500000
2022-02-06,"Empoli","Marco Benassi","Bench",30,3500000
2022-02-19,"Empoli","Marco Benassi","Pitch",62,3500000
2021-10-18,"Fiorentina","Marco Benassi","Bench",45,3500000
2021-11-21,"Venezia","Marco Modolo","Bench",11,5e+05
2021-12-11,"Venezia","Marco Modolo","Pitch",90,5e+05
2021-11-07,"Venezia","Marco Modolo","Bench",21,5e+05
2022-01-22,"Venezia","Marco Modolo","Pitch",90,5e+05
2021-11-28,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-10-03,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-10-27,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-12-11,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-09-20,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-10-31,"Udinese","Marco Silvestri","Pitch",90,6e+06
2022-02-13,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-12-02,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-09-12,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-08-22,"Udinese","Marco Silvestri","Pitch",90,6e+06
2022-02-20,"Udinese","Marco Silvestri","Pitch",90,6e+06
2022-01-22,"Udinese","Marco Silvestri","Pitch",90,6e+06
2022-02-25,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-09-26,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-10-24,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-11-07,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-09-23,"Udinese","Marco Silvestri","Pitch",90,6e+06
2022-02-06,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-11-22,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-12-06,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-08-27,"Udinese","Marco Silvestri","Pitch",90,6e+06
2022-03-05,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-12-18,"Udinese","Marco Silvestri","Pitch",90,6e+06
2021-10-17,"Udinese","Marco Silvestri","Pitch",90,6e+06
2022-02-13,"Atalanta","Marco Sportiello","Pitch",90,1500000
2021-12-21,"Atalanta","Marco Sportiello","Pitch",90,1500000
2021-09-11,"Atalanta","Marco Sportiello","Pitch",90,1500000
2022-01-09,"Atalanta","Mario Pašalić","Pitch",72,2.8e+07
2021-09-21,"Atalanta","Mario Pašalić","Bench",7,2.8e+07
2021-11-27,"Atalanta","Mario Pašalić","Bench",32,2.8e+07
2021-08-21,"Atalanta","Mario Pašalić","Pitch",90,2.8e+07
2021-09-11,"Atalanta","Mario Pašalić","Pitch",81,2.8e+07
2021-12-12,"Atalanta","Mario Pašalić","Pitch",55,2.8e+07
2021-12-18,"Atalanta","Mario Pašalić","Pitch",63,2.8e+07
2021-10-30,"Atalanta","Mario Pašalić","Pitch",58,2.8e+07
2021-11-06,"Atalanta","Mario Pašalić","Pitch",89,2.8e+07
2021-10-03,"Atalanta","Mario Pašalić","Bench",4,2.8e+07
2022-02-20,"Atalanta","Mario Pašalić","Bench",33,2.8e+07
2021-12-21,"Atalanta","Mario Pašalić","Bench",26,2.8e+07
2022-02-28,"Atalanta","Mario Pašalić","Pitch",90,2.8e+07
2021-10-24,"Atalanta","Mario Pašalić","Pitch",73,2.8e+07
2022-01-16,"Atalanta","Mario Pašalić","Pitch",89,2.8e+07
2021-09-25,"Atalanta","Mario Pašalić","Bench",14,2.8e+07
2021-11-30,"Atalanta","Mario Pašalić","Pitch",90,2.8e+07
2022-02-13,"Atalanta","Mario Pašalić","Bench",1,2.8e+07
2022-03-05,"Atalanta","Mario Pašalić","Pitch",45,2.8e+07
2021-10-17,"Atalanta","Mario Pašalić","Pitch",90,2.8e+07
2022-02-06,"Atalanta","Mario Pašalić","Pitch",53,2.8e+07
2021-12-04,"Atalanta","Mario Pašalić","Bench",18,2.8e+07
2021-11-20,"Atalanta","Mario Pašalić","Pitch",86,2.8e+07
2021-10-27,"Atalanta","Mario Pašalić","Pitch",58,2.8e+07
2021-09-18,"Atalanta","Mario Pašalić","Pitch",45,2.8e+07
2021-08-28,"Atalanta","Mario Pašalić","Pitch",73,2.8e+07
2021-10-03,"Napoli","Mário Rui","Pitch",90,8e+06
2022-02-06,"Napoli","Mário Rui","Pitch",90,8e+06
2021-10-24,"Napoli","Mário Rui","Pitch",90,8e+06
2021-08-22,"Napoli","Mário Rui","Pitch",90,8e+06
2022-01-17,"Napoli","Mário Rui","Pitch",90,8e+06
2022-02-12,"Napoli","Mário Rui","Pitch",90,8e+06
2021-09-26,"Napoli","Mário Rui","Pitch",90,8e+06
2021-12-22,"Napoli","Mário Rui","Pitch",85,8e+06
2022-03-06,"Napoli","Mário Rui","Pitch",90,8e+06
2022-02-27,"Napoli","Mário Rui","Pitch",90,8e+06
2021-10-31,"Napoli","Mário Rui","Pitch",90,8e+06
2021-10-17,"Napoli","Mário Rui","Pitch",90,8e+06
2021-11-28,"Napoli","Mário Rui","Pitch",85,8e+06
2021-12-04,"Napoli","Mário Rui","Pitch",90,8e+06
2022-01-23,"Napoli","Mário Rui","Pitch",75,8e+06
2021-12-12,"Napoli","Mário Rui","Pitch",90,8e+06
2021-08-29,"Napoli","Mário Rui","Pitch",89,8e+06
2021-09-20,"Napoli","Mário Rui","Pitch",85,8e+06
2021-12-01,"Napoli","Mário Rui","Pitch",90,8e+06
2021-09-11,"Napoli","Mário Rui","Pitch",89,8e+06
2021-10-28,"Napoli","Mário Rui","Pitch",86,8e+06
2021-09-23,"Napoli","Mário Rui","Pitch",90,8e+06
2021-11-21,"Napoli","Mário Rui","Pitch",90,8e+06
2021-11-07,"Napoli","Mário Rui","Pitch",90,8e+06
2022-02-21,"Napoli","Mário Rui","Pitch",90,8e+06
2022-01-21,"Bologna","Marko Arnautović","Bench",13,6e+06
2022-02-12,"Bologna","Marko Arnautović","Pitch",90,6e+06
2021-11-21,"Bologna","Marko Arnautović","Pitch",90,6e+06
