League;Gender;Country;Season;Match_Date;Matchweek;Home_Team;Home_Formation;Home_Score;Home_xG;Home_Goals;Home_Yellow_Cards;Home_Red_Cards;Away_Team;Away_Formation;Away_Score;Away_xG;Away_Goals;Away_Yellow_Cards;Away_Red_Cards;Game_URL;Team;Home_Away;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG_Expected;npxG_Expected;xA_Expected;SCA_SCA;GCA_SCA;Cmp_Passes;Att_Passes;Cmp_percent_Passes;Prog_Passes;Carries_Carries;Prog_Carries;Succ_Dribbles;Att_Dribbles;Cmp_Total;Att_Total;Cmp_percent_Total;TotDist_Total;PrgDist_Total;Cmp_Short;Att_Short;Cmp_percent_Short;Cmp_Medium;Att_Medium;Cmp_percent_Medium;Cmp_Long;Att_Long;Cmp_percent_Long;Ast_1;xA;KP;Final_Third;PPA;CrsPA;Prog;Att;Live_Pass_Types;Dead_Pass_Types;FK_Pass_Types;TB_Pass_Types;Press_Pass_Types;Sw_Pass_Types;Crs_Pass_Types;CK_Pass_Types;In_Corner_Kicks;Out_Corner_Kicks;Str_Corner_Kicks;Ground_Height;Low_Height;High_Height;Left_Body_Parts;Right_Body_Parts;Head_Body_Parts;TI_Body_Parts;Other_Body_Parts;Cmp_Outcomes;Off_Outcomes;Out_Outcomes;Int_Outcomes;Blocks_Outcomes;Tkl_Tackles;TklW_Tackles;Def 3rd_Tackles;Mid 3rd_Tackles;Att 3rd_Tackles;Tkl_Vs_Dribbles;Att_Vs_Dribbles;Tkl_percent_Vs_Dribbles;Past_Vs_Dribbles;Press_Pressures;Succ_Pressures;percent_Pressures;Def 3rd_Pressures;Mid 3rd_Pressures;Att 3rd_Pressures;Blocks_Blocks;Sh_Blocks;ShSv_Blocks;Pass_Blocks;Int_2;Tkl+Int;Clr;Err;Touches_Touches;Def Pen_Touches;Def 3rd_Touches;Mid 3rd_Touches;Att 3rd_Touches;Att Pen_Touches;Live_Touches;Succ_Dribbles_3;Att_Dribbles_4;Succ_percent_Dribbles;Player_NumPl_Dribbles;Megs_Dribbles;Carries_Carries_5;TotDist_Carries;PrgDist_Carries;Prog_Carries_6;Final_Third_Carries;CPA_Carries;Mis_Carries;Dis_Carries;Targ_Receiving;Rec_Receiving;Rec_percent_Receiving;Prog_Receiving;CrdY_7;CrdR_8;2CrdY;Fls_9;Fld_10;Off_11;Crs_12;Int_13;TklW_14;PKwon_15;PKcon_16;OG_17;Recov;Won_Aerial_Duels;Lost_Aerial_Duels;Won_percent_Aerial_Duels;Cup;Cup_Home;Cup_Away
Serie A;M;ITA;2021-2022;2021-12-05;16;Venezia;04/03/03;3;1,8;"
		
			Pietro Ceccaroni · 12&rsquor; 
		
			Domen _rnigoj · 19&rsquor; 
		
			Thomas Henry · 28&rsquor; 
		
			Pietro Ceccaroni · 63&rsquor; 
		
	";2;1;Hellas Verona;3-4-1-2;4;1,9;"
		
			 Thomas Henry (OG) · 52&rsquor;
		
			 Gianluca Caprari (P) · 65&rsquor;
		
			 Giovanni Simeone · 67&rsquor;
		
			 Giovanni Simeone · 85&rsquor;
		
	";2;0;https://fbref.com/en/matches/5fe82949/Venezia-Hellas-Verona-December-5-2021-Serie-A;Hellas Verona;Away;990;3;2;1;1;15;5;2;0;612;156;21;16;15;2,1;1,3;0,8;22;4;376;483;77,8;40;358;50;5;8;376;483;77,8;7397;2472;128;156;82,1;181;214;84,6;58;90;64,4;2;0,8;9;27;11;1;40;483;437;46;10;1;55;13;16;6;3;1;0;313;68;102;148;269;26;22;4;376;1;11;21;13;21;17;11;6;4;3;15;20;12;156;45;28,8;54;63;39;15;0;0;15;16;37;18;0;612;37;146;311;194;33;566;5;8;62,5;5;0;358;2097;1204;50;14;4;16;13;453;376;83;40;2;0;0;15;12;1;16;16;17;0;0;0;83;18;16;52,9;0;0;0
Serie A;M;ITA;2021-2022;2021-12-05;16;Sampdoria;04/04/02;1;1,4;"
		
			Manolo Gabbiadini · 89&rsquor; 
		
	";4;0;Lazio;04/03/03;3;1,2;"
		
			 Sergej Milinkovi_-Savi_ · 7&rsquor;
		
			 Ciro Immobile · 17&rsquor;
		
			 Ciro Immobile · 37&rsquor;
		
			 Sergej Milinkovi_-Savi_ · 67&rsquor;
		
	";3;1;https://fbref.com/en/matches/96f5a2b4/Sampdoria-Lazio-December-5-2021-Serie-A;Sampdoria;Home;990;1;1;0;0;18;5;4;0;661;132;15;15;11;1,5;1,5;1,3;32;1;443;560;79,1;49;452;49;5;8;443;560;79,1;9091;2761;158;194;81,4;189;221;85,5;86;123;69,9;1;1,3;15;48;14;5;49;560;515;45;9;0;78;15;24;7;3;2;0;370;60;130;188;300;28;25;6;443;1;7;21;14;15;11;4;8;3;4;11;36,4;7;132;42;31,8;25;59;48;11;1;0;10;15;30;12;0;661;43;173;324;206;36;617;5;8;62,5;5;2;452;2242;1132;49;13;3;19;13;465;443;95,3;49;4;0;0;16;9;1;24;15;11;0;0;0;106;24;16;60;0;0;0
Serie A;M;ITA;2021-2022;2021-12-05;16;Sampdoria;04/04/02;1;1,4;"
		
			Manolo Gabbiadini · 89&rsquor; 
		
	";4;0;Lazio;04/03/03;3;1,2;"
		
			 Sergej Milinkovi_-Savi_ · 7&rsquor;
		
			 Ciro Immobile · 17&rsquor;
		
			 Ciro Immobile · 37&rsquor;
		
			 Sergej Milinkovi_-Savi_ · 67&rsquor;
		
	";3;1;https://fbref.com/en/matches/96f5a2b4/Sampdoria-Lazio-December-5-2021-Serie-A;Lazio;Away;966;3;3;0;0;6;5;3;1;728;129;16;21;20;1,2;1,2;1,1;11;6;503;600;83,8;29;424;33;4;11;503;600;83,8;9269;3090;213;243;87,7;231;264;87,5;51;77;66,2;3;1,1;5;27;6;0;29;600;555;45;14;1;63;8;4;0;0;0;0;437;60;103;187;347;22;19;10;503;0;8;14;10;16;6;7;8;1;3;8;37,5;5;129;39;30,2;53;53;23;20;6;0;14;21;37;25;0;728;117;318;335;108;13;683;4;11;36,4;7;0;424;1855;956;33;13;3;13;11;546;503;92,1;29;3;1;1;10;16;0;4;21;6;0;0;0;79;16;24;40;0;0;0
Serie A;M;ITA;2021-2022;2021-12-05;16;Juventus;4-2-3-1;2;2,5;"
		
			Juan Cuadrado · 9&rsquor; 
		
			Paulo Dybala · 82&rsquor; 
		
	";3;0;Genoa;03/05/02;0;0;"
		
	";1;0;https://fbref.com/en/matches/2c5c4cc0/Juventus-Genoa-December-5-2021-Serie-A;Juventus;Home;990;2;1;0;0;27;12;3;0;901;162;18;15;13;2,7;2,7;1,7;40;4;705;785;89,8;54;688;65;8;16;705;785;89,8;14074;3687;259;285;90,9;336;355;94,6;107;131;81,7;1;1,7;17;45;13;4;54;785;754;31;7;1;76;24;14;4;0;2;1;639;74;72;345;390;10;19;12;705;2;5;16;20;18;14;9;6;3;5;12;41,7;7;162;64;39,5;34;56;72;13;0;0;13;15;33;12;0;901;36;192;529;246;50;872;8;16;50;8;1;688;3134;1606;65;18;16;16;8;773;705;91,2;54;3;0;0;15;8;3;14;15;14;0;0;0;87;15;6;71,4;0;0;0
Serie A;M;ITA;2021-2022;2021-12-05;16;Juventus;4-2-3-1;2;2,5;"
		
			Juan Cuadrado · 9&rsquor; 
		
			Paulo Dybala · 82&rsquor; 
		
	";3;0;Genoa;03/05/02;0;0;"
		
	";1;0;https://fbref.com/en/matches/2c5c4cc0/Juventus-Genoa-December-5-2021-Serie-A;Genoa;Away;990;0;0;0;0;0;0;1;0;463;167;16;17;27;0;0;0;0;0;253;340;74,4;15;233;15;7;12;253;340;74,4;4826;1650;112;125;89,6;99;123;80,5;34;67;50,7;0;0;0;11;1;0;15;340;286;54;18;0;69;8;2;1;0;1;0;213;52;75;86;207;15;19;8;253;0;3;15;13;16;9;11;5;0;8;16;50;8;167;36;21,6;51;97;19;27;7;0;20;17;33;12;0;463;102;231;191;58;5;412;7;12;58,3;7;0;233;945;454;15;5;1;18;13;315;253;80,3;15;1;0;0;8;14;0;2;17;9;0;0;0;59;6;15;28,6;0;0;0
Serie A;M;ITA;2021-2022;2021-12-06;16;Empoli;4-4-2_;3;2,4;"
		
			Petar Stojanovi_ · 49&rsquor; 
		
			Nedim Bajrami · 59&rsquor; 
		
			Andrea Pinamonti · 78&rsquor; 
		
	";4;0;Udinese;04/04/02;1;2,1;"
		
			 Gerard Deulofeu · 22&rsquor;
		
	";3;0;https://fbref.com/en/matches/ea327b27/Empoli-Udinese-December-6-2021-Serie-A;Empoli;Home;990;3;2;0;0;22;8;4;0;666;176;23;6;16;2,4;2,4;1,2;28;6;442;536;82,5;48;440;72;14;24;442;536;82,5;8916;2891;163;186;87,6;213;239;89,1;65;103;63,1;2;1,2;13;38;11;2;48;536;485;51;19;0;65;8;15;8;5;3;0;360;74;102;144;347;14;17;6;442;0;11;9;11;23;14;11;8;4;4;11;36,4;7;176;59;33,5;53;74;49;16;5;0;11;6;29;13;0;666;69;170;351;193;34;615;14;24;58,3;16;0;440;2513;1494;72;17;8;7;13;516;442;85,7;48;4;0;0;15;19;1;15;6;14;0;0;0;90;10;16;38,5;0;0;0
Serie A;M;ITA;2021-2022;2021-12-06;16;Empoli;4-4-2_;3;2,4;"
		
			Petar Stojanovi_ · 49&rsquor; 
		
			Nedim Bajrami · 59&rsquor; 
		
			Andrea Pinamonti · 78&rsquor; 
		
	";4;0;Udinese;04/04/02;1;2,1;"
		
			 Gerard Deulofeu · 22&rsquor;
		
	";3;0;https://fbref.com/en/matches/ea327b27/Empoli-Udinese-December-6-2021-Serie-A;Udinese;Away;990;1;1;0;0;19;8;3;0;544;146;21;9;19;2,1;2,1;1,4;32;2;319;411;77,6;29;304;52;7;11;319;411;77,6;6037;2574;150;179;83,8;125;141;88,7;42;75;56;1;1,4;15;22;10;1;29;411;361;50;12;0;45;11;12;6;3;3;0;274;48;89;133;225;16;20;5;319;0;4;6;11;21;9;11;7;3;8;24;33,3;16;146;39;26,7;66;62;18;19;8;0;11;9;30;22;1;544;81;212;218;148;36;496;7;11;63,6;7;0;304;1797;1176;52;12;9;15;19;393;319;81,2;29;3;0;0;20;15;1;12;9;9;0;0;0;88;16;10;61,5;0;0;0
Serie A;M;ITA;2021-2022;2021-12-06;16;Cagliari;03/05/02;1;1,2;"
		
			João Pedro · 53&rsquor; 
		
	";2;0;Torino;03/04/03;1;1,4;"
		
			 Andrea Carboni (OG) · 31&rsquor;
		
	";4;0;https://fbref.com/en/matches/4b37a18e/Cagliari-Torino-December-6-2021-Serie-A;Cagliari;Home;990;1;1;0;0;16;2;2;0;558;164;16;16;16;1,2;1,2;0,6;25;1;288;440;65,5;33;310;36;11;18;288;440;65,5;5295;2531;138;174;79,3;91;122;74,6;44;109;40,4;1;0,6;10;26;8;3;33;440;371;69;28;0;88;11;17;5;0;4;0;202;75;163;87;257;32;27;1;288;3;9;13;17;16;10;7;8;1;6;19;31,6;13;164;65;39,6;49;76;39;16;1;0;15;16;32;8;0;558;48;152;261;178;34;489;11;18;61,1;12;0;310;1750;861;36;16;5;17;12;380;288;75,8;33;2;0;0;12;27;4;17;16;10;0;0;1;128;39;28;58,2;0;0;0
Serie A;M;ITA;2021-2022;2021-12-06;16;Cagliari;03/05/02;1;1,2;"
		
			João Pedro · 53&rsquor; 
		
	";2;0;Torino;03/04/03;1;1,4;"
		
			 Andrea Carboni (OG) · 31&rsquor;
		
	";4;0;https://fbref.com/en/matches/4b37a18e/Cagliari-Torino-December-6-2021-Serie-A;Torino;Away;990;0;0;0;0;8;3;4;0;538;149;18;14;21;1,4;1,4;0,9;15;0;285;408;69,9;33;342;33;13;19;285;408;69,9;5776;2008;103;127;81,1;137;176;77,8;41;89;46,1;0;0,9;7;25;12;3;33;408;362;46;16;1;73;7;7;2;0;1;0;234;68;106;85;260;24;16;6;285;5;12;16;14;18;8;11;6;1;6;18;33,3;12;149;45;30,2;53;66;30;21;5;0;16;14;32;42;0;538;85;221;244;113;24;499;13;19;68,4;13;1;342;1895;973;33;12;3;13;10;378;285;75,4;33;4;0;0;28;12;5;7;14;8;0;0;0;111;28;39;41,8;0;0;0
Serie A;M;ITA;2021-2022;2021-12-10;17;Genoa;03/05/02;1;1;"
		
			Mattia Destro · 78&rsquor; 
		
	";2;0;Sampdoria;04/04/02;3;1,4;"
		
			 Manolo Gabbiadini · 7&rsquor;
		
			 Francesco Caputo · 49&rsquor;
		
			 Zinho Vanheusden (OG) · 67&rsquor;
		
	";2;0;https://fbref.com/en/matches/2c8ad04c/Genoa-Sampdoria-December-10-2021-Serie-A;Genoa;Home;990;1;1;0;0;12;2;2;0;633;108;12;12;27;1;1;0,7;13;2;360;493;73;44;382;40;11;19;360;493;73;7129;2505;136;179;76;169;200;84,5;52;96;54,2;1;0,7;7;38;8;2;44;493;427;66;20;0;51;7;16;8;6;0;0;271;112;110;167;243;22;27;13;360;0;5;13;19;12;4;2;7;3;3;9;33,3;6;108;44;40,7;19;51;38;27;5;0;22;12;24;20;0;633;59;190;293;185;21;569;11;19;57,9;12;2;382;1788;991;40;10;2;18;12;461;360;78,1;44;2;0;0;15;17;0;16;12;4;0;0;1;117;27;27;50;0;0;0
Serie A;M;ITA;2021-2022;2021-12-10;17;Genoa;03/05/02;1;1;"
		
			Mattia Destro · 78&rsquor; 
		
	";2;0;Sampdoria;04/04/02;3;1,4;"
		
			 Manolo Gabbiadini · 7&rsquor;
		
			 Francesco Caputo · 49&rsquor;
		
			 Zinho Vanheusden (OG) · 67&rsquor;
		
	";2;0;https://fbref.com/en/matches/2c8ad04c/Genoa-Sampdoria-December-10-2021-Serie-A;Sampdoria;Away;990;2;1;0;0;14;5;2;0;556;137;19;15;23;1,4;1,4;0,6;20;2;284;423;67,1;15;300;22;6;9;284;423;67,1;5883;1929;98;133;73,7;125;162;77,2;54;106;50,9;1;0,6;10;14;6;4;15;423;371;52;15;0;70;4;9;3;0;2;0;234;78;111;119;227;22;24;10;284;3;7;11;23;19;10;12;6;1;7;19;36,8;12;137;47;34,3;63;53;21;23;3;0;20;15;34;40;0;556;94;254;213;110;18;507;6;9;66,7;6;0;300;1329;629;22;5;7;9;9;347;284;81,8;15;2;0;0;18;15;3;9;15;10;0;0;0;113;27;27;50;0;0;0
Serie A;M;ITA;2021-2022;2021-12-11;17;Fiorentina;04/03/03;4;2,2;"
		
			Giacomo Bonaventura · 31&rsquor; 
		
			Du_an Vlahovi_ · 51&rsquor; 
		
			Du_an Vlahovi_ · 84&rsquor; 
		
			Youssef Maleh · 90&rsquor; 
		
	";1;0;Salernitana;4-4-1-1;0;1;"
		
	";1;0;https://fbref.com/en/matches/2258a253/Fiorentina-Salernitana-December-11-2021-Serie-A;Fiorentina;Home;990;4;2;0;0;17;9;1;0;867;116;16;11;17;2,3;2,3;1,4;27;4;678;768;88,3;51;651;71;7;10;678;768;88,3;14208;3941;234;255;91,8;314;345;91;125;153;81,7;2;1,4;12;32;18;7;51;768;737;31;11;1;39;44;20;1;0;0;0;586;90;92;319;402;15;16;8;678;1;6;21;7;16;11;9;6;1;1;9;11,1;8;116;49;42,2;37;52;27;17;4;0;13;11;27;2;0;867;82;315;413;213;34;837;7;10;70;8;0;651;3496;1789;71;28;7;11;19;746;678;90,9;51;1;0;0;10;11;1;20;11;11;0;0;0;94;10;13;43,5;0;0;0
Serie A;M;ITA;2021-2022;2021-12-11;17;Fiorentina;04/03/03;4;2,2;"
		
			Giacomo Bonaventura · 31&rsquor; 
		
			Du_an Vlahovi_ · 51&rsquor; 
		
			Du_an Vlahovi_ · 84&rsquor; 
		
			Youssef Maleh · 90&rsquor; 
		
	";1;0;Salernitana;4-4-1-1;0;1;"
		
	";1;0;https://fbref.com/en/matches/2258a253/Fiorentina-Salernitana-December-11-2021-Serie-A;Salernitana;Away;990;0;0;0;0;11;6;1;0;450;135;21;22;11;1;1;0,9;19;0;251;336;74,7;19;252;26;8;9;251;336;74,7;4407;1897;113;131;86,3;101;127;79,5;29;60;48,3;0;0,9;10;15;8;3;19;336;288;48;10;2;43;6;5;3;1;2;0;224;37;75;93;190;14;21;10;251;1;7;11;14;21;16;9;8;4;2;10;20;8;135;46;34,1;48;51;36;11;3;0;8;22;43;16;0;450;60;171;204;98;26;403;8;9;88,9;8;2;252;1335;749;26;7;3;20;15;314;251;79,9;19;1;0;0;12;9;1;5;22;16;0;0;0;75;13;10;56,5;0;0;0
Serie A;M;ITA;2021-2022;2021-12-11;17;Venezia;4-4-2_;1;0,4;"
		
			Mattia Aramu · 55&rsquor; 
		
	";4;0;Juventus;4-2-3-1;1;1,6;"
		
			 Álvaro Morata · 32&rsquor;
		
	";2;0;https://fbref.com/en/matches/6a984333/Venezia-Juventus-December-11-2021-Serie-A;Venezia;Home;990;1;1;0;0;13;4;4;0;521;168;16;17;23;0,4;0,4;0,3;17;2;302;404;74,8;28;326;36;3;6;302;404;74,8;6270;2527;127;150;84,7;113;145;77,9;57;95;60;1;0,3;9;21;8;2;28;404;358;46;10;0;115;16;8;3;1;2;0;245;76;83;124;214;17;23;10;302;0;9;13;14;16;9;5;8;3;5;21;23,8;16;168;31;18,5;47;90;31;23;7;0;16;17;33;18;0;521;71;172;229;154;19;477;3;6;50;4;0;326;1572;875;36;14;2;10;13;368;302;82,1;28;4;0;0;20;11;0;8;17;9;0;0;0;72;17;17;50;0;0;1
Serie A;M;ITA;2021-2022;2021-12-11;17;Venezia;4-4-2_;1;0,4;"
		
			Mattia Aramu · 55&rsquor; 
		
	";4;0;Juventus;4-2-3-1;1;1,6;"
		
			 Álvaro Morata · 32&rsquor;
		
	";2;0;https://fbref.com/en/matches/6a984333/Venezia-Juventus-December-11-2021-Serie-A;Juventus;Away;990;1;1;0;0;20;6;2;0;725;184;15;14;16;1,6;1,6;0,9;30;2;501;611;82;39;473;57;14;21;501;611;82;10650;3183;176;203;86,7;217;244;88,9;102;143;71,3;1;0,9;13;39;7;3;39;611;561;50;19;0;64;27;14;11;8;0;0;444;42;125;214;344;14;13;13;501;0;4;17;16;15;12;7;7;1;2;6;33,3;4;184;65;35,3;60;87;37;16;2;0;14;14;29;17;0;725;64;227;381;169;33;676;14;21;66,7;16;2;473;2250;1304;57;17;7;11;11;575;501;87,1;39;2;0;0;13;17;0;14;14;12;0;0;0;92;17;17;50;1;0;1
Serie A;M;ITA;2021-2022;2021-12-11;17;Udinese;03/05/02;1;1,7;"
		
			Beto · 17&rsquor; 
		
			Isaac Success · 90+5&rsquor; 
		
	";2;1;Milan;4-2-3-1;1;1,1;"
		
			 Zlatan Ibrahimovi_ · 90+2&rsquor;
		
	";2;0;https://fbref.com/en/matches/083343fd/Udinese-Milan-December-11-2021-Serie-A;Udinese;Home;989;1;0;0;0;11;6;2;1;481;148;15;18;11;1,7;1,7;1,3;16;0;259;348;74,4;21;265;36;13;18;259;348;74,4;5068;2361;117;137;85,4;89;108;82,4;42;84;50;0;1,3;8;19;2;0;21;348;305;43;13;4;50;11;7;3;0;3;0;204;39;105;76;223;22;10;5;259;1;8;7;9;15;12;12;3;0;3;12;25;9;148;45;30,4;62;66;20;11;1;0;10;18;33;35;0;481;77;188;211;111;20;440;13;18;72,2;14;0;265;1645;864;36;12;6;8;22;337;259;76,9;21;2;1;0;21;10;1;7;18;12;0;0;0;79;12;24;33,3;0;0;1
Serie A;M;ITA;2021-2022;2021-12-11;17;Udinese;03/05/02;1;1,7;"
		
			Beto · 17&rsquor; 
		
			Isaac Success · 90+5&rsquor; 
		
	";2;1;Milan;4-2-3-1;1;1,1;"
		
			 Zlatan Ibrahimovi_ · 90+2&rsquor;
		
	";2;0;https://fbref.com/en/matches/083343fd/Udinese-Milan-December-11-2021-Serie-A;Milan;Away;990;1;0;0;0;12;1;2;0;797;175;26;7;10;1,1;1,1;0,8;19;0;572;687;83,3;46;551;68;7;12;572;687;83,3;11090;3408;214;256;83,6;257;280;91,8;86;127;67,7;0;0,8;10;49;15;8;46;687;640;47;18;1;72;22;15;5;1;4;0;481;91;115;279;333;26;17;14;572;4;6;18;10;26;20;13;10;3;4;18;22,2;14;175;60;34,3;49;77;49;10;1;0;9;7;33;13;2;797;57;180;478;189;36;755;7;12;58,3;9;1;551;3142;1638;68;15;3;9;12;679;572;84,2;46;2;0;0;11;21;4;15;7;20;0;0;0;100;24;12;66,7;1;0;1
Serie A;M;ITA;2021-2022;2021-12-12;17;Torino;03/04/03;2;1,6;"
		
			Antonio Sanabria · 24&rsquor; 
		
			Adama Soumaoro (OG) · 69&rsquor; 
		
	";2;0;Bologna;03/04/03;1;1;"
		
			 Riccardo Orsolini (P) · 79&rsquor;
		
	";4;0;https://fbref.com/en/matches/1420ca0a/Torino-Bologna-December-12-2021-Serie-A;Torino;Home;990;1;1;0;0;16;7;2;0;536;142;15;15;10;1,6;1,6;1,4;30;2;330;439;75,2;30;338;43;6;9;330;439;75,2;5744;1992;175;205;85,4;115;148;77,7;33;73;45,2;1;1,4;13;22;11;1;30;439;395;44;18;1;70;6;9;5;4;1;0;278;59;102;110;273;18;16;7;330;3;7;15;9;15;10;3;6;6;6;8;75;2;142;43;30,3;31;77;34;10;1;0;9;15;30;12;0;536;35;126;258;183;31;492;6;9;66,7;6;0;338;2011;1037;43;15;7;16;10;367;330;89,9;30;2;0;0;18;18;5;9;15;10;0;1;0;85;20;24;45,5;0;0;0
Serie A;M;ITA;2021-2022;2021-12-12;17;Torino;03/04/03;2;1,6;"
		
			Antonio Sanabria · 24&rsquor; 
		
			Adama Soumaoro (OG) · 69&rsquor; 
		
	";2;0;Bologna;03/04/03;1;1;"
		
			 Riccardo Orsolini (P) · 79&rsquor;
		
	";4;0;https://fbref.com/en/matches/1420ca0a/Torino-Bologna-December-12-2021-Serie-A;Bologna;Away;990;1;0;1;1;7;4;4;0;572;128;12;16;13;1;0,3;0,2;10;2;361;465;77,6;16;318;22;2;8;361;465;77,6;7062;2712;154;184;83,7;135;159;84,9;60;100;60;0;0,2;4;22;3;0;16;465;423;42;20;1;84;11;2;0;0;0;0;279;50;136;124;262;30;14;10;361;1;9;13;9;12;6;8;4;0;2;8;25;6;128;46;35,9;45;65;18;13;4;0;9;16;28;20;0;572;93;270;237;96;11;530;2;8;25;2;0;318;1629;648;22;5;2;15;9;432;361;83,6;16;4;0;0;19;17;1;2;16;6;1;0;1;88;24;20;54,5;0;0;0
Serie A;M;ITA;2021-2022;2021-12-12;17;Hellas Verona;3-4-1-2;1;1,1;"
		
			Giovanni Simeone · 22&rsquor; 
		
	";2;0;Atalanta;03/04/03;2;1,7;"
		
			 Aleksei Miranchuk · 37&rsquor;
		
			 Teun Koopmeiners · 62&rsquor;
		
	";1;0;https://fbref.com/en/matches/cd17ca07/Hellas-Verona-Atalanta-December-12-2021-Serie-A;Hellas Verona;Home;990;1;1;0;0;19;3;2;0;630;167;20;22;19;1,2;1,2;0,9;28;2;345;513;67,3;35;323;31;7;17;345;513;67,3;6762;2940;157;202;77,7;107;149;71,8;66;124;53,2;1;0,9;14;30;16;5;35;513;458;55;12;1;73;12;20;6;6;0;0;270;103;140;116;302;39;27;13;345;1;16;18;23;20;15;15;3;2;6;16;37,5;10;167;64;38,3;65;63;39;19;3;0;16;22;42;16;0;630;65;192;240;228;36;577;7;17;41,2;7;4;323;1494;751;31;12;6;7;11;437;345;78,9;35;2;0;0;14;9;1;20;22;15;0;0;0;129;20;30;40;0;0;1
Serie A;M;ITA;2021-2022;2021-12-12;17;Hellas Verona;3-4-1-2;1;1,1;"
		
			Giovanni Simeone · 22&rsquor; 
		
	";2;0;Atalanta;03/04/03;2;1,7;"
		
			 Aleksei Miranchuk · 37&rsquor;
		
			 Teun Koopmeiners · 62&rsquor;
		
	";1;0;https://fbref.com/en/matches/cd17ca07/Hellas-Verona-Atalanta-December-12-2021-Serie-A;Atalanta;Away;990;2;0;0;0;14;6;1;0;595;125;21;18;31;1,7;1,7;1,5;21;1;305;453;67,3;34;296;31;9;16;305;453;67,3;6037;2510;120;155;77,4;129;172;75;41;96;42,7;0;1,5;10;29;7;1;34;453;391;62;14;1;78;9;10;6;5;1;0;249;78;126;160;200;35;30;4;305;2;7;21;16;21;14;9;9;3;10;17;58,8;7;125;58;46,4;51;49;25;31;8;1;23;18;39;22;0;595;64;191;239;186;33;533;9;16;56,3;10;6;296;1206;561;31;8;5;14;14;413;305;73,8;34;1;0;0;11;13;2;10;18;14;0;0;0;107;30;20;60;1;0;1
Serie A;M;ITA;2021-2022;2021-12-12;17;Napoli;4-2-3-1;0;1,7;"
		
	";0;0;Empoli;4-4-2_;1;0,7;"
		
			 Patrick Cutrone · 70&rsquor;
		
	";1;0;https://fbref.com/en/matches/9b5a9479/Napoli-Empoli-December-12-2021-Serie-A;Napoli;Home;990;0;0;0;0;30;6;0;0;739;115;17;12;13;1,7;1,7;1,3;45;0;522;616;84,7;34;508;72;13;25;522;616;84,7;9531;3175;240;266;90,2;206;229;90;67;100;67;0;1,3;22;44;14;5;34;616;555;61;16;1;74;22;21;10;7;0;0;417;107;92;200;349;13;26;16;522;0;6;16;13;17;11;8;6;3;9;17;52,9;8;115;38;33;30;45;40;13;2;0;11;12;29;5;0;739;60;212;289;290;55;680;13;25;52;14;0;508;2848;1675;72;24;13;11;13;570;522;91,6;34;0;0;0;8;14;1;21;12;11;0;0;0;86;15;13;53,6;1;1;0
Serie A;M;ITA;2021-2022;2021-12-12;17;Napoli;4-2-3-1;0;1,7;"
		
	";0;0;Empoli;4-4-2_;1;0,7;"
		
			 Patrick Cutrone · 70&rsquor;
		
	";1;0;https://fbref.com/en/matches/9b5a9479/Napoli-Empoli-December-12-2021-Serie-A;Empoli;Away;990;1;0;0;0;12;5;1;0;565;147;24;16;25;0,7;0,7;0,6;21;0;334;418;79,9;25;339;35;8;17;334;418;79,9;6750;2452;119;133;89,5;158;175;90,3;53;92;57,6;0;0,6;11;26;6;2;25;418;370;48;9;1;46;5;6;3;1;1;0;291;48;79;108;262;14;18;6;334;4;8;10;11;24;18;16;6;2;11;25;44;14;147;39;26,5;61;54;32;25;12;0;13;16;40;28;0;565;119;252;234;123;16;519;8;17;47,1;8;0;339;1975;1082;35;12;3;17;8;368;334;90,8;25;1;0;0;14;7;5;6;16;18;0;0;0;65;13;15;46,4;0;1;0
Serie A;M;ITA;2021-2022;2021-12-12;17;Sassuolo;4-2-3-1;2;1,4;"
		
			Domenico Berardi · 63&rsquor; 
		
			Giacomo Raspadori · 69&rsquor; 
		
			Kaan Ayhan · 88&rsquor; 
		
	";1;1;Lazio;04/03/03;1;0,3;"
		
			 Mattia Zaccagni · 6&rsquor;
		
	";2;0;https://fbref.com/en/matches/11d49a69/Sassuolo-Lazio-December-12-2021-Serie-A;Sassuolo;Home;987;2;0;0;0;17;6;1;1;776;148;16;15;8;1,4;1,4;0,7;26;4;589;679;86,7;44;597;46;13;23;589;679;86,7;11770;3386;222;238;93,3;285;310;91,9;79;117;67,5;0;0,7;11;38;9;4;44;679;632;47;14;0;68;18;13;6;4;0;0;528;79;72;212;414;13;22;6;589;1;8;15;9;16;10;5;8;3;8;20;40;12;148;49;33,1;31;68;49;8;0;0;8;15;31;13;0;776;52;242;395;181;28;732;13;23;56,5;17;0;597;2421;1171;46;18;7;13;13;645;589;91,3;44;1;1;0;9;12;1;13;15;10;0;0;0;76;11;7;61,1;0;0;1
