League;Gender;Country;Season;Match_Date;Matchweek;Home_Team;Home_Formation;Home_Score;Home_xG;Home_Goals;Home_Yellow_Cards;Home_Red_Cards;Away_Team;Away_Formation;Away_Score;Away_xG;Away_Goals;Away_Yellow_Cards;Away_Red_Cards;Game_URL;Team;Home_Away;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG_Expected;npxG_Expected;xA_Expected;SCA_SCA;GCA_SCA;Cmp_Passes;Att_Passes;Cmp_percent_Passes;Prog_Passes;Carries_Carries;Prog_Carries;Succ_Dribbles;Att_Dribbles;Cmp_Total;Att_Total;Cmp_percent_Total;TotDist_Total;PrgDist_Total;Cmp_Short;Att_Short;Cmp_percent_Short;Cmp_Medium;Att_Medium;Cmp_percent_Medium;Cmp_Long;Att_Long;Cmp_percent_Long;Ast_1;xA;KP;Final_Third;PPA;CrsPA;Prog;Att;Live_Pass_Types;Dead_Pass_Types;FK_Pass_Types;TB_Pass_Types;Press_Pass_Types;Sw_Pass_Types;Crs_Pass_Types;CK_Pass_Types;In_Corner_Kicks;Out_Corner_Kicks;Str_Corner_Kicks;Ground_Height;Low_Height;High_Height;Left_Body_Parts;Right_Body_Parts;Head_Body_Parts;TI_Body_Parts;Other_Body_Parts;Cmp_Outcomes;Off_Outcomes;Out_Outcomes;Int_Outcomes;Blocks_Outcomes;Tkl_Tackles;TklW_Tackles;Def 3rd_Tackles;Mid 3rd_Tackles;Att 3rd_Tackles;Tkl_Vs_Dribbles;Att_Vs_Dribbles;Tkl_percent_Vs_Dribbles;Past_Vs_Dribbles;Press_Pressures;Succ_Pressures;percent_Pressures;Def 3rd_Pressures;Mid 3rd_Pressures;Att 3rd_Pressures;Blocks_Blocks;Sh_Blocks;ShSv_Blocks;Pass_Blocks;Int_2;Tkl+Int;Clr;Err;Touches_Touches;Def Pen_Touches;Def 3rd_Touches;Mid 3rd_Touches;Att 3rd_Touches;Att Pen_Touches;Live_Touches;Succ_Dribbles_3;Att_Dribbles_4;Succ_percent_Dribbles;Player_NumPl_Dribbles;Megs_Dribbles;Carries_Carries_5;TotDist_Carries;PrgDist_Carries;Prog_Carries_6;Final_Third_Carries;CPA_Carries;Mis_Carries;Dis_Carries;Targ_Receiving;Rec_Receiving;Rec_percent_Receiving;Prog_Receiving;CrdY_7;CrdR_8;2CrdY;Fls_9;Fld_10;Off_11;Crs_12;Int_13;TklW_14;PKwon_15;PKcon_16;OG_17;Recov;Won_Aerial_Duels;Lost_Aerial_Duels;Won_percent_Aerial_Duels;Cup;Cup_Home;Cup_Away
Serie A;M;ITA;2021-2022;2021-09-22;5;Cagliari;03/05/02;0;1,1;"
		
	";2;0;Empoli;4-4-2_;2;1,1;"
		
			 Federico Di Francesco · 29&rsquor;
		
			 Leo _tulac · 69&rsquor;
		
	";1;0;https://fbref.com/en/matches/091676a6/Cagliari-Empoli-September-22-2021-Serie-A;Empoli;Away;990;2;1;0;0;18;5;1;0;611;175;13;18;15;1,1;1,1;0,9;26;3;394;499;79;42;364;43;6;9;394;499;79;7331;2672;159;179;88,8;187;215;87;42;86;48,8;1;0,9;13;28;8;2;42;499;441;58;16;0;104;7;14;4;1;2;0;327;77;95;102;343;12;26;7;394;4;15;14;15;13;12;6;6;1;3;13;23,1;10;175;46;26,3;59;67;49;15;7;0;8;18;31;25;0;611;85;186;294;172;24;557;6;9;66,7;7;0;364;2247;1190;43;12;6;7;12;489;394;80,6;42;1;0;0;14;15;4;14;18;12;0;0;0;71;15;28;34,9;0;0;0
Serie A;M;ITA;2021-2022;2021-09-22;5;Milan;4-2-3-1;2;1,7;"
		
			Brahim Díaz · 68&rsquor; 
		
			Theo Hernández · 82&rsquor; 
		
	";0;0;Venezia;04/03/03;0;0,7;"
		
	";2;0;https://fbref.com/en/matches/c2431356/Milan-Venezia-September-22-2021-Serie-A;Milan;Home;990;2;2;0;0;14;4;0;0;793;178;25;13;11;1,7;1,7;1,6;25;4;587;677;86,7;46;602;73;18;31;587;677;86,7;11406;3026;224;254;88,2;277;299;92,6;79;109;72,5;2;1,6;12;41;15;5;46;677;638;39;13;0;101;14;14;4;3;1;0;507;83;87;285;347;13;14;12;587;1;5;18;12;25;15;11;12;2;8;14;57,1;6;178;70;39,3;32;96;50;11;0;0;11;13;38;11;0;793;51;197;440;213;39;757;18;31;58,1;20;4;602;3284;1686;73;23;8;17;6;669;587;87,7;46;0;0;0;15;14;0;14;13;15;0;0;0;85;11;18;37,9;0;0;0
Serie A;M;ITA;2021-2022;2021-09-22;5;Milan;4-2-3-1;2;1,7;"
		
			Brahim Díaz · 68&rsquor; 
		
			Theo Hernández · 82&rsquor; 
		
	";0;0;Venezia;04/03/03;0;0,7;"
		
	";2;0;https://fbref.com/en/matches/c2431356/Milan-Venezia-September-22-2021-Serie-A;Venezia;Away;990;0;0;0;0;8;2;2;0;471;238;17;19;15;0,7;0,7;0,3;11;0;257;340;75,6;17;236;18;6;14;257;340;75,6;4997;1823;105;117;89,7;110;132;83,3;40;77;51,9;0;0,3;5;11;3;1;17;340;290;50;12;0;46;11;3;4;1;3;0;214;55;71;111;187;12;19;6;257;1;3;11;11;17;11;10;6;1;11;31;35,5;20;238;65;27,3;99;109;30;15;3;0;12;19;36;25;0;471;79;212;226;71;5;424;6;14;42,9;6;0;236;1149;641;18;7;0;16;17;330;257;77,9;17;2;0;0;14;15;1;3;19;11;0;0;0;76;18;11;62,1;0;0;0
Serie A;M;ITA;2021-2022;2021-09-23;5;Torino;03/04/03;1;1,1;"
		
			Marko Pjaca · 76&rsquor; 
		
	";3;0;Lazio;04/03/03;1;0,9;"
		
			 Ciro Immobile (P) · 90+1&rsquor;
		
	";3;0;https://fbref.com/en/matches/8c3d226a/Torino-Lazio-September-23-2021-Serie-A;Torino;Home;990;1;1;0;0;16;5;3;0;542;117;11;20;9;1,1;1,1;0,9;21;2;313;416;75,2;27;306;27;9;21;313;416;75,2;6531;2087;109;127;85,8;140;166;84,3;55;105;52,4;1;0,9;11;21;11;4;27;416;375;41;12;0;61;16;11;6;2;3;0;234;60;122;142;216;23;12;6;313;3;15;3;13;11;6;5;3;3;3;12;25;9;117;39;33,3;24;56;37;9;0;0;9;20;31;19;1;542;50;162;219;178;31;503;9;21;42,9;13;0;306;1174;594;27;4;6;15;15;402;313;77,9;27;3;0;0;21;9;3;11;20;6;0;1;0;110;25;26;49;0;0;0
Serie A;M;ITA;2021-2022;2021-09-23;5;Torino;03/04/03;1;1,1;"
		
			Marko Pjaca · 76&rsquor; 
		
	";3;0;Lazio;04/03/03;1;0,9;"
		
			 Ciro Immobile (P) · 90+1&rsquor;
		
	";3;0;https://fbref.com/en/matches/8c3d226a/Torino-Lazio-September-23-2021-Serie-A;Lazio;Away;990;1;0;1;1;5;1;3;0;620;140;23;5;18;0,9;0,2;0;5;2;378;499;75,8;21;366;24;8;12;378;499;75,8;6957;2631;158;192;82,3;166;187;88,8;45;98;45,9;0;0;1;20;3;0;21;499;438;61;21;1;41;7;6;5;4;0;1;290;100;109;119;305;30;22;9;378;3;7;18;9;23;12;14;5;4;8;21;38,1;13;140;40;28,6;62;52;26;18;5;0;13;5;28;31;0;620;91;269;296;87;11;559;8;12;66,7;9;0;366;1778;954;24;7;3;10;8;464;378;81,5;21;3;0;0;9;21;3;6;5;12;1;0;0;87;26;25;51;0;0;0
Serie A;M;ITA;2021-2022;2021-09-23;5;Sampdoria;04/04/02;0;0,6;"
		
	";2;0;Napoli;04/03/03;4;2,2;"
		
			 Victor Osimhen · 10&rsquor;
		
			 Fabián Ruiz Peña · 39&rsquor;
		
			 Victor Osimhen · 50&rsquor;
		
			 Piotr Zieli_ski · 59&rsquor;
		
	";1;0;https://fbref.com/en/matches/ecd70e2b/Sampdoria-Napoli-September-23-2021-Serie-A;Sampdoria;Home;990;0;0;0;0;13;5;2;0;597;144;12;9;9;0,6;0,6;0,5;20;0;414;509;81,3;60;428;37;11;16;414;509;81,3;8005;2843;169;180;93,9;187;218;85,8;55;97;56,7;0;0,5;9;35;12;1;60;509;467;42;7;1;45;13;19;5;0;3;1;346;69;94;130;328;20;18;8;414;2;5;12;13;12;8;5;5;2;4;13;30,8;9;144;30;20,8;43;63;38;9;4;0;5;9;21;12;0;597;61;162;294;175;22;555;11;16;68,8;13;0;428;1907;891;37;10;2;9;13;495;414;83,6;60;2;0;0;11;7;2;19;9;8;0;0;0;85;6;6;50;0;0;0
Serie A;M;ITA;2021-2022;2021-09-23;5;Sampdoria;04/04/02;0;0,6;"
		
	";2;0;Napoli;04/03/03;4;2,2;"
		
			 Victor Osimhen · 10&rsquor;
		
			 Fabián Ruiz Peña · 39&rsquor;
		
			 Victor Osimhen · 50&rsquor;
		
			 Piotr Zieli_ski · 59&rsquor;
		
	";1;0;https://fbref.com/en/matches/ecd70e2b/Sampdoria-Napoli-September-23-2021-Serie-A;Napoli;Away;990;4;4;0;0;17;9;1;0;659;121;16;12;18;2,2;2,2;2,2;32;8;481;552;87,1;36;416;53;8;13;481;552;87,1;9040;3148;204;222;91,9;205;228;89,9;66;92;71,7;4;2,2;17;37;11;1;36;552;519;33;12;4;46;13;10;5;0;3;0;402;64;86;198;306;22;11;8;481;1;3;9;5;16;11;10;3;3;3;16;18,8;13;121;31;25,6;48;51;22;18;5;0;13;12;28;19;0;659;84;246;300;158;27;629;8;13;61,5;9;1;416;2174;1290;53;17;9;9;9;547;481;87,9;36;1;0;0;8;10;1;10;12;11;0;0;0;64;6;6;50;0;0;0
Serie A;M;ITA;2021-2022;2021-09-23;5;Roma;4-2-3-1;1;1,3;"
		
			Tammy Abraham · 36&rsquor; 
		
			Lorenzo Pellegrini · 90&rsquor; 
		
	";4;1;Udinese;03/05/02;0;0,9;"
		
	";1;0;https://fbref.com/en/matches/8950ae54/Roma-Udinese-September-23-2021-Serie-A;Roma;Home;989;1;1;0;0;12;2;4;1;654;165;21;10;15;1,3;1,3;1,3;18;2;455;544;83,6;42;440;56;9;18;455;544;83,6;9056;2567;163;183;89,1;220;245;89,8;66;97;68;1;1,3;9;35;8;1;42;544;499;45;10;2;94;16;7;6;4;2;0;389;61;94;119;373;22;19;2;455;1;9;11;13;21;12;10;9;2;9;21;42,9;12;165;45;27,3;49;71;45;15;1;1;14;10;31;11;0;654;57;160;368;164;21;610;9;18;50;11;1;440;2423;1090;56;13;5;12;10;504;455;90,3;42;4;1;1;23;8;1;7;10;12;0;0;0;82;10;11;47,6;0;0;0
Serie A;M;ITA;2021-2022;2021-09-23;5;Roma;4-2-3-1;1;1,3;"
		
			Tammy Abraham · 36&rsquor; 
		
			Lorenzo Pellegrini · 90&rsquor; 
		
	";4;1;Udinese;03/05/02;0;0,9;"
		
	";1;0;https://fbref.com/en/matches/8950ae54/Roma-Udinese-September-23-2021-Serie-A;Udinese;Away;990;0;0;0;0;8;2;1;0;634;195;17;12;17;0,9;0,9;0,2;15;0;421;511;82,4;24;402;38;12;21;421;511;82,4;7765;2161;159;182;87,4;195;215;90,7;51;86;59,3;0;0,2;6;21;5;2;24;511;455;56;22;0;68;8;10;6;2;4;0;372;60;79;150;320;11;18;7;421;2;9;9;14;17;9;11;4;2;7;18;38,9;11;195;53;27,2;76;85;34;17;4;0;13;12;29;25;0;634;80;235;325;122;15;580;12;21;57,1;12;2;402;2274;1149;38;13;2;14;12;480;421;87,7;24;1;0;0;8;22;2;10;12;9;0;0;0;79;11;10;52,4;0;0;0
Serie A;M;ITA;2021-2022;2021-09-25;6;Spezia;4-1-4-1;1;0,9;"
		
			Daniele Verde · 80&rsquor; 
		
	";2;0;Milan;4-2-3-1;2;1,9;"
		
			 Daniel Maldini · 48&rsquor;
		
			 Brahim Díaz · 86&rsquor;
		
	";2;0;https://fbref.com/en/matches/8f05af5a/Spezia-Milan-September-25-2021-Serie-A;Spezia;Home;990;1;0;0;0;8;2;2;0;444;127;11;25;13;0,9;0,9;0,8;11;2;242;319;75,9;24;268;32;4;12;242;319;75,9;4600;2003;100;111;90,1;102;125;81,6;30;66;45,5;0;0,8;6;16;9;2;24;319;268;51;15;2;68;10;10;2;2;0;0;192;53;74;106;175;4;22;6;242;2;10;9;8;11;7;5;5;1;9;25;36;16;127;32;25,2;52;55;20;13;4;0;9;25;36;30;0;444;68;188;174;113;21;396;4;12;33,3;4;0;268;1476;790;32;9;3;12;18;301;242;80,4;24;2;0;0;13;12;3;10;25;7;0;0;0;59;16;10;61,5;0;0;0
Serie A;M;ITA;2021-2022;2021-09-25;6;Spezia;4-1-4-1;1;0,9;"
		
			Daniele Verde · 80&rsquor; 
		
	";2;0;Milan;4-2-3-1;2;1,9;"
		
			 Daniel Maldini · 48&rsquor;
		
			 Brahim Díaz · 86&rsquor;
		
	";2;0;https://fbref.com/en/matches/8f05af5a/Spezia-Milan-September-25-2021-Serie-A;Milan;Away;990;2;2;0;0;18;5;2;0;664;160;26;10;13;1,9;1,9;1,6;29;4;461;557;82,8;34;436;54;11;25;461;557;82,8;9068;2926;183;211;86,7;199;221;90;71;105;67,6;2;1,6;13;36;11;4;34;557;504;53;14;0;47;19;12;4;0;3;0;378;91;88;162;340;17;27;6;461;3;5;24;10;26;14;13;9;4;8;12;66,7;4;160;51;31,9;47;64;49;13;4;0;9;10;36;5;0;664;58;201;338;173;34;613;11;25;44;16;2;436;2671;1527;54;13;9;15;2;551;461;83,7;34;2;0;0;12;13;3;12;10;14;0;0;0;69;10;16;38,5;0;0;0
Serie A;M;ITA;2021-2022;2021-09-25;6;Internazionale;03/05/02;2;3,9;"
		
			Lautaro Martínez · 5&rsquor; 
		
			Edin D_eko · 71&rsquor; 
		
	";3;0;Atalanta;3-4-1-2;2;2,1;"
		
			 Ruslan Malinovskyi · 30&rsquor;
		
			 Rafael Tolói · 38&rsquor;
		
	";5;0;https://fbref.com/en/matches/26cac686/Internazionale-Atalanta-September-25-2021-Serie-A;Internazionale;Home;990;2;1;0;1;17;6;3;0;540;91;15;7;16;4;3,3;1,5;25;3;337;430;78,4;35;308;33;4;7;337;430;78,4;6859;2730;127;148;85,8;148;179;82,7;54;88;61,4;1;1,5;11;25;9;4;35;430;391;39;10;0;53;8;14;4;2;2;0;289;54;87;92;287;21;10;8;337;0;2;27;4;15;6;9;6;0;4;6;66,7;2;91;28;30,8;32;37;22;16;5;0;11;7;22;16;0;540;70;192;246;143;26;500;4;7;57,1;5;0;308;1940;986;33;16;1;10;7;402;337;83,8;35;3;0;0;16;11;0;14;7;6;0;0;0;88;22;21;51,2;0;0;0
Serie A;M;ITA;2021-2022;2021-09-25;6;Internazionale;03/05/02;2;3,9;"
		
			Lautaro Martínez · 5&rsquor; 
		
			Edin D_eko · 71&rsquor; 
		
	";3;0;Atalanta;3-4-1-2;2;2,1;"
		
			 Ruslan Malinovskyi · 30&rsquor;
		
			 Rafael Tolói · 38&rsquor;
		
	";5;0;https://fbref.com/en/matches/26cac686/Internazionale-Atalanta-September-25-2021-Serie-A;Atalanta;Away;990;2;0;0;0;21;5;5;0;557;128;9;30;7;2,2;2,2;1,2;33;2;351;429;81,8;22;352;41;2;6;351;429;81,8;6977;2271;134;148;90,5;150;165;90,9;58;98;59,2;0;1,2;16;24;7;3;22;429;380;49;12;0;32;7;10;11;5;6;0;288;57;84;163;227;15;12;3;351;1;6;7;11;9;6;2;6;1;2;7;28,6;5;128;39;30,5;44;47;37;7;3;0;4;30;39;28;0;557;64;173;258;152;23;509;2;6;33,3;2;0;352;1704;891;41;10;4;10;11;410;351;85,6;22;5;0;0;12;14;1;10;30;6;0;1;0;62;21;22;48,8;0;0;0
Serie A;M;ITA;2021-2022;2021-09-25;6;Genoa;4-2-3-1;3;1,6;"
		
			Domenico Criscito (P) · 77&rsquor; 
		
			Mattia Destro · 80&rsquor; 
		
			Mattia Destro · 85&rsquor; 
		
	";3;0;Hellas Verona;03/04/03;3;2,2;"
		
			 Giovanni Simeone · 8&rsquor;
		
			 Antonín Barák (P) · 49&rsquor;
		
			 Nikola Kalini_ · 90+1&rsquor;
		
	";2;0;https://fbref.com/en/matches/ec3ea46c/Genoa-Hellas-Verona-September-25-2021-Serie-A;Genoa;Home;990;3;2;1;1;10;3;3;0;586;149;16;16;19;1,6;0,8;0,6;14;6;351;464;75,6;32;374;40;9;19;351;464;75,6;7193;2554;119;146;81,5;165;197;83,8;61;105;58,1;2;0,6;6;29;3;0;32;464;409;55;12;1;54;12;15;3;1;1;0;289;65;110;135;260;15;31;10;351;0;12;18;14;16;10;8;4;4;3;12;25;9;149;49;32,9;46;57;46;19;2;0;17;16;32;27;0;586;59;179;296;154;17;533;9;19;47,4;10;3;374;1912;1089;40;18;4;17;6;435;351;80,7;32;3;0;0;15;14;0;15;16;10;0;1;0;84;16;21;43,2;0;0;0
Serie A;M;ITA;2021-2022;2021-09-25;6;Genoa;4-2-3-1;3;1,6;"
		
			Domenico Criscito (P) · 77&rsquor; 
		
			Mattia Destro · 80&rsquor; 
		
			Mattia Destro · 85&rsquor; 
		
	";3;0;Hellas Verona;03/04/03;3;2,2;"
		
			 Giovanni Simeone · 8&rsquor;
		
			 Antonín Barák (P) · 49&rsquor;
		
			 Nikola Kalini_ · 90+1&rsquor;
		
	";2;0;https://fbref.com/en/matches/ec3ea46c/Genoa-Hellas-Verona-September-25-2021-Serie-A;Hellas Verona;Away;990;3;2;1;1;11;6;1;0;587;116;15;18;16;2,2;1,5;1,4;21;6;358;475;75,4;37;345;36;9;12;358;475;75,4;6703;2558;155;177;87,6;147;181;81,2;48;93;51,6;2;1,4;8;22;12;4;37;475;426;49;11;0;73;5;12;2;1;1;0;303;72;100;138;270;22;23;8;358;0;10;16;18;15;8;6;6;3;9;19;47,4;10;116;42;36,2;44;47;25;16;1;0;15;18;33;23;0;587;74;216;256;139;28;538;9;12;75;9;0;345;1946;1099;36;11;3;14;13;453;358;79;37;1;0;0;15;14;0;12;18;8;1;1;0;94;21;16;56,8;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Juventus;04/04/02;3;2,4;"
		
			Paulo Dybala · 10&rsquor; 
		
			Leonardo Bonucci (P) · 43&rsquor; 
		
			Manuel Locatelli · 57&rsquor; 
		
	";4;0;Sampdoria;04/04/02;2;0,4;"
		
			 Maya Yoshida · 44&rsquor;
		
			 Antonio Candreva · 83&rsquor;
		
	";3;0;https://fbref.com/en/matches/2944c7e2/Juventus-Sampdoria-September-26-2021-Serie-A;Juventus;Home;990;3;2;1;1;15;5;4;0;590;107;12;18;11;2,4;1,6;1,6;27;5;387;478;81;28;402;45;11;19;387;478;81;8030;2373;143;159;89,9;172;195;88,2;70;111;63,1;2;1,6;13;33;8;3;28;478;428;50;17;0;54;22;9;4;2;2;0;327;63;88;137;298;14;19;3;387;0;11;13;13;12;9;8;4;0;2;10;20;8;107;34;31,8;38;51;18;11;1;0;10;18;30;19;0;590;71;236;250;141;24;539;11;19;57,9;12;1;402;1713;896;45;12;6;12;10;460;387;84,1;28;4;0;0;24;16;0;9;18;9;0;0;0;78;10;20;33,3;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Juventus;04/04/02;3;2,4;"
		
			Paulo Dybala · 10&rsquor; 
		
			Leonardo Bonucci (P) · 43&rsquor; 
		
			Manuel Locatelli · 57&rsquor; 
		
	";4;0;Sampdoria;04/04/02;2;0,4;"
		
			 Maya Yoshida · 44&rsquor;
		
			 Antonio Candreva · 83&rsquor;
		
	";3;0;https://fbref.com/en/matches/2944c7e2/Juventus-Sampdoria-September-26-2021-Serie-A;Sampdoria;Away;990;2;2;0;0;6;3;3;0;584;119;17;14;17;0,4;0,4;0,4;9;4;391;487;80,3;35;347;37;7;10;391;487;80,3;7608;2596;144;165;87,3;191;219;87,2;49;87;56,3;2;0,4;5;25;5;2;35;487;430;57;22;0;69;7;9;2;1;0;0;334;73;80;134;304;15;18;3;391;3;8;17;10;17;8;6;9;2;7;19;36,8;12;119;40;33,6;36;52;31;17;4;0;13;14;31;13;0;584;61;173;300;151;12;531;7;10;70;8;0;347;1709;939;37;17;2;10;10;445;391;87,9;35;3;0;0;18;23;3;9;14;8;0;1;0;69;20;10;66,7;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Sassuolo;4-2-3-1;1;1,3;"
		
			Domenico Berardi · 54&rsquor; 
		
	";3;0;Salernitana;4-4-2_;0;0,9;"
		
	";3;0;https://fbref.com/en/matches/16102e8e/Sassuolo-Salernitana-September-26-2021-Serie-A;Sassuolo;Home;990;1;1;0;0;17;6;3;0;611;101;9;10;14;1,3;1,3;1;24;2;409;491;83,3;37;412;54;11;16;409;491;83,3;8308;3063;155;174;89,1;181;203;89,2;69;101;68,3;1;1;11;26;10;2;37;491;448;43;22;0;84;12;17;4;0;3;1;353;53;85;129;314;12;11;9;409;0;7;11;6;9;6;3;5;1;3;16;18,8;13;101;25;24,8;25;51;25;14;5;1;9;10;19;32;1;611;99;231;280;145;29;568;11;16;68,8;12;3;412;2538;1513;54;22;5;17;9;455;409;89,9;37;3;0;0;17;16;0;17;10;6;0;0;0;81;21;25;45,7;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Sassuolo;4-2-3-1;1;1,3;"
		
			Domenico Berardi · 54&rsquor; 
		
	";3;0;Salernitana;4-4-2_;0;0,9;"
		
	";3;0;https://fbref.com/en/matches/16102e8e/Sassuolo-Salernitana-September-26-2021-Serie-A;Salernitana;Away;990;0;0;0;0;12;4;3;0;487;172;13;11;12;0,9;0,9;0,7;20;0;277;371;74,7;32;272;29;13;16;277;371;74,7;5521;2824;116;135;85,9;105;132;79,5;47;81;58;0;0,7;10;26;12;6;32;371;316;55;16;0;59;11;14;8;2;6;0;204;57;110;130;174;22;16;10;277;4;2;10;10;13;6;3;5;5;4;16;25;12;172;36;20,9;54;71;47;12;5;0;7;11;24;21;0;487;58;134;238;141;24;432;13;16;81,3;13;1;272;1433;847;29;14;3;19;6;355;277;78;32;3;0;0;18;15;6;14;11;6;0;0;0;78;25;21;54,3;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Empoli;4-4-2_;4;1,8;"
		
			Kevin Bonifazi (OG) · 1&rsquor; 
		
			Andrea Pinamonti · 32&rsquor; 
		
			Nedim Bajrami (P) · 54&rsquor; 
		
			Samuele Ricci · 90&rsquor; 
		
	";2;0;Bologna;4-2-3-1;2;2,5;"
		
			 Musa Barrow · 11&rsquor;
		
			 Marko Arnautovi_ · 77&rsquor;
		
	";2;0;https://fbref.com/en/matches/db1efad7/Empoli-Bologna-September-26-2021-Serie-A;Empoli;Home;990;3;2;1;1;14;6;2;0;432;163;24;25;21;1,9;1,1;0,7;23;6;219;299;73,2;27;235;29;10;23;219;299;73,2;4125;1610;102;117;87,2;79;97;81,4;32;74;43,2;2;0,7;9;21;15;2;27;299;253;46;21;0;52;7;14;2;1;1;0;178;45;76;52;208;16;12;3;219;2;9;5;7;24;16;10;6;8;5;13;38,5;8;163;40;24,5;58;82;23;21;7;0;14;25;49;21;0;432;75;140;173;147;39;389;10;23;43,5;13;1;235;1414;646;29;9;4;10;5;282;219;77,7;27;2;0;0;16;21;3;14;25;16;1;1;0;59;5;16;23,8;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Empoli;4-4-2_;4;1,8;"
		
			Kevin Bonifazi (OG) · 1&rsquor; 
		
			Andrea Pinamonti · 32&rsquor; 
		
			Nedim Bajrami (P) · 54&rsquor; 
		
			Samuele Ricci · 90&rsquor; 
		
	";2;0;Bologna;4-2-3-1;2;2,5;"
		
			 Musa Barrow · 11&rsquor;
		
			 Marko Arnautovi_ · 77&rsquor;
		
	";2;0;https://fbref.com/en/matches/db1efad7/Empoli-Bologna-September-26-2021-Serie-A;Bologna;Away;990;2;2;0;1;20;5;2;0;620;131;15;5;10;2,5;1,8;1,5;35;4;420;500;84;40;382;44;8;13;420;500;84;8799;3047;163;186;87,6;168;181;92,8;82;108;75,9;2;1,5;17;42;18;11;40;500;444;56;17;0;79;28;20;10;7;1;0;339;72;89;127;321;13;20;13;420;1;1;23;15;15;6;6;7;2;10;23;43,5;13;131;36;27,5;63;47;21;10;2;0;8;5;20;28;1;620;60;161;317;178;43;568;8;13;61,5;8;1;382;2087;1028;44;14;4;6;19;472;420;89;40;2;0;0;22;16;1;20;5;6;1;1;1;73;16;5;76,2;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Udinese;03/05/02;0;0,6;"
		
	";2;0;Fiorentina;04/03/03;1;1,1;"
		
			 Du_an Vlahovi_ (P) · 16&rsquor;
		
	";3;0;https://fbref.com/en/matches/6f2cface/Udinese-Fiorentina-September-26-2021-Serie-A;Udinese;Home;990;0;0;0;0;12;5;2;0;615;173;20;17;13;0,6;0,6;0,4;19;0;423;506;83,6;28;452;48;13;24;423;506;83,6;8032;2615;173;191;90,6;191;216;88,4;53;84;63,1;0;0,4;10;31;5;0;28;506;453;53;11;0;45;9;8;4;0;3;0;362;68;76;142;303;14;29;7;423;0;6;16;9;20;13;9;9;2;5;7;71,4;2;173;45;26;39;91;43;13;1;0;12;17;37;14;0;615;67;215;290;150;21;564;13;24;54,2;15;1;452;2378;1280;48;12;4;16;12;490;423;86,3;28;2;0;0;17;12;0;8;17;13;0;1;0;72;13;11;54,2;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Udinese;03/05/02;0;0,6;"
		
	";2;0;Fiorentina;04/03/03;1;1,1;"
		
			 Du_an Vlahovi_ (P) · 16&rsquor;
		
	";3;0;https://fbref.com/en/matches/6f2cface/Udinese-Fiorentina-September-26-2021-Serie-A;Fiorentina;Away;990;1;0;1;1;7;1;3;0;717;147;21;16;13;1,2;0,5;0,5;12;1;518;599;86,5;38;509;48;1;7;518;599;86,5;10480;3056;193;209;92,3;227;249;91,2;90;123;73,2;0;0,5;6;30;7;1;38;599;567;32;13;1;81;21;8;1;0;1;0;449;71;79;205;353;12;10;9;518;0;12;16;12;21;10;7;9;5;9;24;37,5;15;147;51;34,7;53;72;22;13;4;0;9;16;37;17;0;717;72;243;401;117;15;687;1;7;14,3;2;1;509;2440;1293;48;14;3;9;15;589;518;87,9;38;3;0;0;14;17;0;8;16;10;1;0;0;79;11;13;45,8;0;0;0
Serie A;M;ITA;2021-2022;2021-09-26;6;Lazio;04/03/03;3;2,2;"
		
			Sergej Milinkovi_-Savi_ · 10&rsquor; 
		
			Pedro · 19&rsquor; 
		
			Felipe Anderson · 63&rsquor; 
		
	";2;0;Roma;4-2-3-1;2;2,3;"
		
			 Roger Ibanez · 41&rsquor;
		
			 Jordan Veretout (P) · 69&rsquor;
		
	";4;0;https://fbref.com/en/matches/1e1220b4/Lazio-Roma-September-26-2021-Serie-A;Lazio;Home;990;3;3;0;0;10;4;2;0;597;135;19;13;8;2,2;2,2;2,1;19;6;406;475;85,5;28;321;27;7;11;406;475;85,5;7587;2688;186;202;92,1;159;175;90,9;56;79;70,9;3;2,1;9;23;6;0;28;475;430;45;14;5;52;9;5;1;0;1;0;336;64;75;106;310;18;19;7;406;2;9;13;8;19;14;13;6;0;7;19;36,8;12;135;37;27,4;63;53;19;8;5;0;3;13;32;26;0;597;73;240;290;107;19;553;7;11;63,6;7;2;321;1649;1047;27;16;2;11;19;464;406;87,5;28;2;0;0;16;14;2;5;13;14;0;1;0;56;17;8;68;0;0;0
